# GNUBANDS: Utility for SIESTA to transform bands output into Gnuplot format
#
#                                                  Emilio Artacho, Feb. 1999
# --------------------------------------------------------------------------
# E_F               =    -5.4722
# k_min, k_max      =     0.0000    3.4733
# E_min, E_max      =   -63.1023  152.6701
# Nbands, Nspin, Nk =     72     1   856
#
#        k            E
# --------------------------------------------------------------------------
      2.404238     -3.317600
      2.408307     -3.310400
      2.412377     -3.303400
      2.416446     -3.296700
      2.420516     -3.290400
      2.424585     -3.284400
      2.428655     -3.278700
      2.432724     -3.273300
      2.436794     -3.268300
      2.440863     -3.263600
      2.444933     -3.259300
      2.449002     -3.255300
      2.453072     -3.251600
      2.457141     -3.248300
      2.461211     -3.245400
      2.465280     -3.242700
      2.469350     -3.240500
      2.473419     -3.238500
      2.477489     -3.236900
      2.481558     -3.235700
      2.485628     -3.234800
      2.489697     -3.234300
      2.493767     -3.234100
      2.497824     -3.234400
      2.501881     -3.235400
      2.505939     -3.236900
      2.509996     -3.239000
      2.514053     -3.241800
      2.518111     -3.245100
      2.522168     -3.249000
      2.526225     -3.253600
      2.530283     -3.258700
      2.534340     -3.264500
      2.538398     -3.270800
      2.542455     -3.277700
      2.546512     -3.285200
      2.550570     -3.293200
      2.554627     -3.301800
      2.558684     -3.311000
      2.562742     -3.320700
      2.566799     -3.331000
      2.570857     -3.341800
      2.574914     -3.353100
      2.578971     -3.365000
      2.583029     -3.377300
      2.587086     -3.390200
      2.591143     -3.403600
      2.595201     -3.417400
      2.599258     -3.431700
      2.603315     -3.446500
      2.607373     -3.461700
      2.611430     -3.477300
      2.615488     -3.493400
      2.619545     -3.509900
      2.623602     -3.526800
      2.627660     -3.544100
      2.631717     -3.561800
      2.635774     -3.579800
      2.639832     -3.598200
      2.643889     -3.616900
      2.647947     -3.636000
      2.652004     -3.655300
      2.656061     -3.675000
      2.660119     -3.694900
      2.664176     -3.715100
      2.668233     -3.735500
      2.672291     -3.756200
      2.676348     -3.777100
      2.680406     -3.798200
      2.684463     -3.819500
      2.688520     -3.841000
      2.692578     -3.862600
      2.696635     -3.884400
      2.700692     -3.906200
      2.704750     -3.928200
      2.708807     -3.950300
      2.712864     -3.972400
      2.716922     -3.994600
      2.720979     -4.016800
      2.725037     -4.039100
      2.729094     -4.061300
      2.733151     -4.083500
      2.737209     -4.105600
      2.741266     -4.127700
      2.745323     -4.149700
      2.749381     -4.171600
      2.753438     -4.193300
      2.757496     -4.214900
      2.761553     -4.236300
      2.765610     -4.257500
      2.769668     -4.278500
      2.773725     -4.299300
      2.777782     -4.319700
      2.781840     -4.339900
      2.785897     -4.359700
      2.789954     -4.379200
      2.794012     -4.398400
      2.798069     -4.417100
      2.802127     -4.435400
      2.806184     -4.453200
      2.810241     -4.470600
      2.814299     -4.487400
      2.818356     -4.503700
      2.822413     -4.519400
      2.826471     -4.534600
      2.830528     -4.549100
      2.834586     -4.563000
      2.838643     -4.576200
      2.842700     -4.588700
      2.846758     -4.600400
      2.850815     -4.611400
      2.854872     -4.621600
      2.858930     -4.631100
      2.862987     -4.639700
      2.867045     -4.647400
      2.871102     -4.654300
      2.875159     -4.660300
      2.879217     -4.665400
      2.883274     -4.669600
      2.887331     -4.672900
      2.891389     -4.675200
      2.895446     -4.676600
      2.899503     -4.677100
      2.903573     -4.676600
      2.907642     -4.675200
      2.911712     -4.672900
      2.915781     -4.669600
      2.919851     -4.665400
      2.923920     -4.660200
      2.927990     -4.654200
      2.932059     -4.647400
      2.936129     -4.639600
      2.940198     -4.631100
      2.944268     -4.621700
      2.948337     -4.611600
      2.952407     -4.600700
      2.956476     -4.589100
      2.960546     -4.576800
      2.964615     -4.563900
      2.968685     -4.550300
      2.972754     -4.536100
      2.976824     -4.521400
      2.980893     -4.506100
      2.984963     -4.490300
      2.989032     -4.474000
      2.993102     -4.457300
      2.997171     -4.440100
      3.001241     -4.422500
      3.005310     -4.404500
      3.009380     -4.386200
      3.013449     -4.367600
      3.017519     -4.348600
      3.021588     -4.329400
      3.025658     -4.309900
      3.029727     -4.290100
      3.033797     -4.270100
      3.037866     -4.249900
      3.041936     -4.229600
      3.046005     -4.209000
      3.050075     -4.188300
      3.054144     -4.167500
      3.058214     -4.146500
      3.062283     -4.125400
      3.066353     -4.104300
      3.070422     -4.083000
      3.074492     -4.061700
      3.078561     -4.040300
      3.082631     -4.018900
      3.086700     -3.997400
      3.090770     -3.975900
      3.094839     -3.954400
      3.098909     -3.932900
      3.102978     -3.911400
      3.107048     -3.889900
      3.111117     -3.868400
      3.115187     -3.847000
      3.119256     -3.825600
      3.123326     -3.804300
      3.127395     -3.783000
      3.131465     -3.761800
      3.135534     -3.740700
      3.139604     -3.719600
      3.143673     -3.698600
      3.147743     -3.677700
      3.151812     -3.656900
      3.155882     -3.636200
      3.159951     -3.615700
      3.164021     -3.595200
      3.168090     -3.574900
      3.172160     -3.554700
      3.176229     -3.534600
      3.180299     -3.514600
      3.184368     -3.494800
      3.188438     -3.475100
      3.192507     -3.455600
      3.196577     -3.436300
      3.200646     -3.417100
      3.204716     -3.398000
      3.208785     -3.379100
      3.212855     -3.360400
      3.216924     -3.341900
      3.220994     -3.323500
      3.225063     -3.305400
      3.229132     -3.287400
      3.233202     -3.269600
      3.237271     -3.252000
      3.241341     -3.234600
      3.245410     -3.217400
      3.249480     -3.200300
      3.253549     -3.183500
      3.257619     -3.166900
      3.261688     -3.150600
      3.265758     -3.134400
      3.269827     -3.118400
      3.273897     -3.102700
      3.277966     -3.087200
      3.282036     -3.071900
      3.286105     -3.056900
      3.290175     -3.042100
      3.294244     -3.027600
      3.298314     -3.013200
      3.302383     -2.999200
      3.306453     -2.985400
      3.310522     -2.971800
      3.314592     -2.958500
      3.318661     -2.945500
      3.322731     -2.932700
      3.326800     -2.920200
      3.330870     -2.908000
      3.334939     -2.896000
      3.339009     -2.884400
      3.343078     -2.873000
      3.347148     -2.861900
      3.351217     -2.851100
      3.355287     -2.840600
      3.359356     -2.830400
      3.363426     -2.820600
      3.367495     -2.811000
      3.371565     -2.801700
      3.375634     -2.792800
      3.379704     -2.784200
      3.383773     -2.775900
      3.387843     -2.768000
      3.391912     -2.760400
      3.395982     -2.753100
      3.400051     -2.746200
      3.404121     -2.739600
      3.408190     -2.733400
      3.412260     -2.727500
      3.416329     -2.722000
      3.420399     -2.716900
      3.424468     -2.712100
      3.428538     -2.707700
      3.432607     -2.703700
      3.436677     -2.700000
      3.440746     -2.696700
      3.444816     -2.693900
      3.448885     -2.691300
      3.452955     -2.689200
      3.457024     -2.687500
      3.461094     -2.686100
      3.465163     -2.685100
      3.469233     -2.684500
      3.473302     -2.684400


      0.000000     -4.798200
      0.004057     -4.797600
      0.008115     -4.796000
      0.012172     -4.793300
      0.016229     -4.789500
      0.020287     -4.784700
      0.024344     -4.778900
      0.028402     -4.772000
      0.032459     -4.764100
      0.036516     -4.755300
      0.040574     -4.745500
      0.044631     -4.734700
      0.048688     -4.723100
      0.052746     -4.710600
      0.056803     -4.697300
      0.060861     -4.683100
      0.064918     -4.668200
      0.068975     -4.652600
      0.073033     -4.636200
      0.077090     -4.619200
      0.081147     -4.601500
      0.085205     -4.583300
      0.089262     -4.564500
      0.093319     -4.545100
      0.097377     -4.525300
      0.101434     -4.504900
      0.105492     -4.484200
      0.109549     -4.463000
      0.113606     -4.441400
      0.117664     -4.419600
      0.121721     -4.397300
      0.125778     -4.374800
      0.129836     -4.352100
      0.133893     -4.329100
      0.137951     -4.305900
      0.142008     -4.282500
      0.146065     -4.258900
      0.150123     -4.235200
      0.154180     -4.211400
      0.158237     -4.187500
      0.162295     -4.163600
      0.166352     -4.139600
      0.170410     -4.115600
      0.174467     -4.091600
      0.178524     -4.067600
      0.182582     -4.043600
      0.186639     -4.019700
      0.190696     -3.995900
      0.194754     -3.972200
      0.198811     -3.948600
      0.202868     -3.925100
      0.206926     -3.901800
      0.210983     -3.878600
      0.215041     -3.855700
      0.219098     -3.832900
      0.223155     -3.810400
      0.227213     -3.788100
      0.231270     -3.766000
      0.235327     -3.744200
      0.239385     -3.722700
      0.243442     -3.701500
      0.247500     -3.680600
      0.251557     -3.660100
      0.255614     -3.639900
      0.259672     -3.620000
      0.263729     -3.600500
      0.267786     -3.581400
      0.271844     -3.562700
      0.275901     -3.544400
      0.279958     -3.526500
      0.284016     -3.509100
      0.288073     -3.492100
      0.292131     -3.475500
      0.296188     -3.459500
      0.300245     -3.443900
      0.304303     -3.428800
      0.308360     -3.414200
      0.312417     -3.400100
      0.316475     -3.386600
      0.320532     -3.373600
      0.324590     -3.361100
      0.328647     -3.349200
      0.332704     -3.337800
      0.336762     -3.327000
      0.340819     -3.316800
      0.344876     -3.307100
      0.348934     -3.298100
      0.352991     -3.289600
      0.357049     -3.281700
      0.361106     -3.274500
      0.365163     -3.267900
      0.369221     -3.261800
      0.373278     -3.256400
      0.377335     -3.251700
      0.381393     -3.247500
      0.385450     -3.244000
      0.389507     -3.241100
      0.393565     -3.238900
      0.397622     -3.237300
      0.401680     -3.236300
      0.405737     -3.236000
      0.409794     -3.236000
      0.413852     -3.236000
      0.417909     -3.236000
      0.421966     -3.236000
      0.426024     -3.236000
      0.430081     -3.236000
      0.434139     -3.236000
      0.438196     -3.236000
      0.442253     -3.236000
      0.446311     -3.236000
      0.450368     -3.236100
      0.454425     -3.236100
      0.458483     -3.236100
      0.462540     -3.236100
      0.466597     -3.236100
      0.470655     -3.236100
      0.474712     -3.236100
      0.478770     -3.236100
      0.482827     -3.236100
      0.486884     -3.236100
      0.490942     -3.236100
      0.494999     -3.236100
      0.499056     -3.236100
      0.503114     -3.236100
      0.507171     -3.236100
      0.511229     -3.236100
      0.515286     -3.236100
      0.519343     -3.236100
      0.523401     -3.236100
      0.527458     -3.236100
      0.531515     -3.236100
      0.535573     -3.236100
      0.539630     -3.236100
      0.543688     -3.236100
      0.547745     -3.236100
      0.551802     -3.236100
      0.555860     -3.236100
      0.559917     -3.236100
      0.563974     -3.236100
      0.568032     -3.236100
      0.572089     -3.236000
      0.576146     -3.236000
      0.580204     -3.236000
      0.584261     -3.236000
      0.588319     -3.236000
      0.592376     -3.235900
      0.596433     -3.235900
      0.600491     -3.235900
      0.604548     -3.235900
      0.608605     -3.235800
      0.612663     -3.235800
      0.616720     -3.235800
      0.620778     -3.235700
      0.624835     -3.235700
      0.628892     -3.235600
      0.632950     -3.235600
      0.637007     -3.235600
      0.641064     -3.235500
      0.645122     -3.235500
      0.649179     -3.235400
      0.653236     -3.235400
      0.657294     -3.235400
      0.661351     -3.235300
      0.665409     -3.235300
      0.669466     -3.235200
      0.673523     -3.235200
      0.677581     -3.235100
      0.681638     -3.235100
      0.685695     -3.235000
      0.689753     -3.235000
      0.693810     -3.234900
      0.697868     -3.234900
      0.701925     -3.234800
      0.705982     -3.234800
      0.710040     -3.234800
      0.714097     -3.234700
      0.718154     -3.234700
      0.722212     -3.234600
      0.726269     -3.234600
      0.730326     -3.234600
      0.734384     -3.234500
      0.738441     -3.234500
      0.742499     -3.234400
      0.746556     -3.234400
      0.750613     -3.234400
      0.754671     -3.234300
      0.758728     -3.234300
      0.762785     -3.234300
      0.766843     -3.234300
      0.770900     -3.234200
      0.774958     -3.234200
      0.779015     -3.234200
      0.783072     -3.234200
      0.787130     -3.234200
      0.791187     -3.234200
      0.795244     -3.234200
      0.799302     -3.234100
      0.803359     -3.234100
      0.807417     -3.234100
      0.811474     -3.234100
      0.815531     -3.234000
      0.819589     -3.233700
      0.823646     -3.233200
      0.827703     -3.232500
      0.831761     -3.231600
      0.835818     -3.230500
      0.839875     -3.229200
      0.843933     -3.227700
      0.847990     -3.226100
      0.852048     -3.224200
      0.856105     -3.222100
      0.860162     -3.219800
      0.864220     -3.217300
      0.868277     -3.214600
      0.872334     -3.211800
      0.876392     -3.208700
      0.880449     -3.205400
      0.884507     -3.202000
      0.888564     -3.198400
      0.892621     -3.194500
      0.896679     -3.190500
      0.900736     -3.186300
      0.904793     -3.182000
      0.908851     -3.177400
      0.912908     -3.172700
      0.916965     -3.167700
      0.921023     -3.162600
      0.925080     -3.157400
      0.929138     -3.151900
      0.933195     -3.146300
      0.937252     -3.140500
      0.941310     -3.134600
      0.945367     -3.128500
      0.949424     -3.122200
      0.953482     -3.115800
      0.957539     -3.109200
      0.961597     -3.102500
      0.965654     -3.095600
      0.969711     -3.088600
      0.973769     -3.081400
      0.977826     -3.074100
      0.981883     -3.066700
      0.985941     -3.059200
      0.989998     -3.051500
      0.994056     -3.043700
      0.998113     -3.035800
      1.002170     -3.027800
      1.006228     -3.019700
      1.010285     -3.011500
      1.014342     -3.003200
      1.018400     -2.994900
      1.022457     -2.986400
      1.026514     -2.977900
      1.030572     -2.969400
      1.034629     -2.960800
      1.038687     -2.952100
      1.042744     -2.943400
      1.046801     -2.934700
      1.050859     -2.925900
      1.054916     -2.917200
      1.058973     -2.908400
      1.063031     -2.899700
      1.067088     -2.890900
      1.071146     -2.882200
      1.075203     -2.873500
      1.079260     -2.864900
      1.083318     -2.856400
      1.087375     -2.847900
      1.091432     -2.839400
      1.095490     -2.831100
      1.099547     -2.822900
      1.103604     -2.814800
      1.107662     -2.806800
      1.111719     -2.799000
      1.115777     -2.791300
      1.119834     -2.783800
      1.123891     -2.776500
      1.127949     -2.769400
      1.132006     -2.762500
      1.136063     -2.755700
      1.140121     -2.749300
      1.144178     -2.743000
      1.148236     -2.737000
      1.152293     -2.731300
      1.156350     -2.725900
      1.160408     -2.720700
      1.164465     -2.715900
      1.168522     -2.711400
      1.172580     -2.707200
      1.176637     -2.703300
      1.180695     -2.699700
      1.184752     -2.696600
      1.188809     -2.693700
      1.192867     -2.691300
      1.196924     -2.689200
      1.200981     -2.687400
      1.205039     -2.686100
      1.209096     -2.685100
      1.213153     -2.684500
      1.217211     -2.684400
      1.221273     -2.684500
      1.225335     -2.684900
      1.229397     -2.685500
      1.233460     -2.686400
      1.237522     -2.687600
      1.241584     -2.689100
      1.245646     -2.690800
      1.249708     -2.692700
      1.253770     -2.694900
      1.257833     -2.697400
      1.261895     -2.700100
      1.265957     -2.703100
      1.270019     -2.706400
      1.274081     -2.709900
      1.278144     -2.713700
      1.282206     -2.717700
      1.286268     -2.721900
      1.290330     -2.726400
      1.294392     -2.731200
      1.298454     -2.736200
      1.302517     -2.741500
      1.306579     -2.747000
      1.310641     -2.752800
      1.314703     -2.758800
      1.318765     -2.765000
      1.322827     -2.771500
      1.326890     -2.778200
      1.330952     -2.785200
      1.335014     -2.792400
      1.339076     -2.799800
      1.343138     -2.807400
      1.347201     -2.815300
      1.351263     -2.823400
      1.355325     -2.831800
      1.359387     -2.840300
      1.363449     -2.849100
      1.367511     -2.858100
      1.371574     -2.867400
      1.375636     -2.876800
      1.379698     -2.886400
      1.383760     -2.896300
      1.387822     -2.906400
      1.391885     -2.916600
      1.395947     -2.927100
      1.400009     -2.937800
      1.404071     -2.948600
      1.408133     -2.959700
      1.412195     -2.971000
      1.416258     -2.982400
      1.420320     -2.994100
      1.424382     -3.005900
      1.428444     -3.017900
      1.432506     -3.030000
      1.436569     -3.042400
      1.440631     -3.054900
      1.444693     -3.067600
      1.448755     -3.080500
      1.452817     -3.093500
      1.456879     -3.106700
      1.460942     -3.120100
      1.465004     -3.133600
      1.469066     -3.147200
      1.473128     -3.161000
      1.477190     -3.175000
      1.481252     -3.189100
      1.485315     -3.203300
      1.489377     -3.217700
      1.493439     -3.232200
      1.497501     -3.246900
      1.501563     -3.261600
      1.505626     -3.276500
      1.509688     -3.291600
      1.513750     -3.306700
      1.517812     -3.322000
      1.521874     -3.337300
      1.525936     -3.352800
      1.529999     -3.368400
      1.534061     -3.384100
      1.538123     -3.399900
      1.542185     -3.415800
      1.546247     -3.431800
      1.550310     -3.447900
      1.554372     -3.464100
      1.558434     -3.480400
      1.562496     -3.496800
      1.566558     -3.513200
      1.570620     -3.529800
      1.574683     -3.546400
      1.578745     -3.563100
      1.582807     -3.579800
      1.586869     -3.596700
      1.590931     -3.613600
      1.594993     -3.630500
      1.599056     -3.647600
      1.603118     -3.664700
      1.607180     -3.681800
      1.611242     -3.699100
      1.615304     -3.716300
      1.619367     -3.733700
      1.623429     -3.751100
      1.627491     -3.768500
      1.631553     -3.786000
      1.635615     -3.803500
      1.639677     -3.821100
      1.643740     -3.838700
      1.647802     -3.856300
      1.651864     -3.874000
      1.655926     -3.891700
      1.659988     -3.909500
      1.664051     -3.927300
      1.668113     -3.945100
      1.672175     -3.962900
      1.676237     -3.980800
      1.680299     -3.998700
      1.684361     -4.016600
      1.688424     -4.034500
      1.692486     -4.052400
      1.696548     -4.070300
      1.700610     -4.088300
      1.704672     -4.106200
      1.708735     -4.124200
      1.712797     -4.142100
      1.716859     -4.160000
      1.720921     -4.177900
      1.724983     -4.195800
      1.729045     -4.213700
      1.733108     -4.231500
      1.737170     -4.249400
      1.741232     -4.267100
      1.745294     -4.284800
      1.749356     -4.302500
      1.753418     -4.320100
      1.757481     -4.337600
      1.761543     -4.355100
      1.765605     -4.372400
      1.769667     -4.389700
      1.773729     -4.406800
      1.777792     -4.423900
      1.781854     -4.440800
      1.785916     -4.457500
      1.789978     -4.474100
      1.794040     -4.490500
      1.798102     -4.506700
      1.802165     -4.522700
      1.806227     -4.538500
      1.810289     -4.554000
      1.814351     -4.569300
      1.818413     -4.584300
      1.822476     -4.599000
      1.826538     -4.613400
      1.830600     -4.627400
      1.834662     -4.641000
      1.838724     -4.654300
      1.842786     -4.667100
      1.846849     -4.679500
      1.850911     -4.691400
      1.854973     -4.702800
      1.859035     -4.713700
      1.863097     -4.724000
      1.867159     -4.733800
      1.871222     -4.742900
      1.875284     -4.751500
      1.879346     -4.759300
      1.883408     -4.766600
      1.887470     -4.773100
      1.891533     -4.778900
      1.895595     -4.783900
      1.899657     -4.788200
      1.903719     -4.791800
      1.907781     -4.794600
      1.911843     -4.796600
      1.915906     -4.797800
      1.919968     -4.798200
      1.924037     -4.797800
      1.928107     -4.796800
      1.932176     -4.795200
      1.936246     -4.792900
      1.940315     -4.790000
      1.944385     -4.786400
      1.948454     -4.782200
      1.952524     -4.777300
      1.956593     -4.771900
      1.960663     -4.765800
      1.964732     -4.759200
      1.968802     -4.751900
      1.972871     -4.744100
      1.976941     -4.735800
      1.981010     -4.726900
      1.985080     -4.717500
      1.989149     -4.707500
      1.993219     -4.697100
      1.997288     -4.686200
      2.001358     -4.674900
      2.005427     -4.663100
      2.009497     -4.650900
      2.013566     -4.638300
      2.017636     -4.625300
      2.021705     -4.611900
      2.025775     -4.598200
      2.029844     -4.584100
      2.033914     -4.569800
      2.037983     -4.555100
      2.042053     -4.540100
      2.046122     -4.524900
      2.050192     -4.509400
      2.054261     -4.493700
      2.058331     -4.477800
      2.062400     -4.461600
      2.066470     -4.445300
      2.070539     -4.428800
      2.074609     -4.412100
      2.078678     -4.395300
      2.082748     -4.378300
      2.086817     -4.361200
      2.090887     -4.344000
      2.094956     -4.326800
      2.099026     -4.309400
      2.103095     -4.291900
      2.107165     -4.274400
      2.111234     -4.256900
      2.115304     -4.239300
      2.119373     -4.221700
      2.123443     -4.204000
      2.127512     -4.186400
      2.131582     -4.168700
      2.135651     -4.151100
      2.139721     -4.133400
      2.143790     -4.115800
      2.147860     -4.098300
      2.151929     -4.080800
      2.155998     -4.063300
      2.160068     -4.045900
      2.164137     -4.028500
      2.168207     -4.011300
      2.172276     -3.994100
      2.176346     -3.977000
      2.180415     -3.960000
      2.184485     -3.943100
      2.188554     -3.926300
      2.192624     -3.909600
      2.196693     -3.893100
      2.200763     -3.876600
      2.204832     -3.860300
      2.208902     -3.844200
      2.212971     -3.828200
      2.217041     -3.812300
      2.221110     -3.796500
      2.225180     -3.781000
      2.229249     -3.765600
      2.233319     -3.750300
      2.237388     -3.735200
      2.241458     -3.720300
      2.245527     -3.705600
      2.249597     -3.691000
      2.253666     -3.676700
      2.257736     -3.662500
      2.261805     -3.648500
      2.265875     -3.634700
      2.269944     -3.621100
      2.274014     -3.607700
      2.278083     -3.594500
      2.282153     -3.581500
      2.286222     -3.568700
      2.290292     -3.556100
      2.294361     -3.543700
      2.298431     -3.531600
      2.302500     -3.519700
      2.306570     -3.508000
      2.310639     -3.496500
      2.314709     -3.485200
      2.318778     -3.474200
      2.322848     -3.463400
      2.326917     -3.452800
      2.330987     -3.442500
      2.335056     -3.432400
      2.339126     -3.422500
      2.343195     -3.412900
      2.347265     -3.403500
      2.351334     -3.394300
      2.355404     -3.385400
      2.359473     -3.376800
      2.363543     -3.368400
      2.367612     -3.360200
      2.371682     -3.352300
      2.375751     -3.344600
      2.379821     -3.337200
      2.383890     -3.330000
      2.387960     -3.323100
      2.392029     -3.316400
      2.396099     -3.310000
      2.400168     -3.303800
      2.404238     -3.297900
      2.408307     -3.292300
      2.412377     -3.286900
      2.416446     -3.281800
      2.420516     -3.276900
      2.424585     -3.272300
      2.428655     -3.268000
      2.432724     -3.263900
      2.436794     -3.260100
      2.440863     -3.256500
      2.444933     -3.253200
      2.449002     -3.250100
      2.453072     -3.247400
      2.457141     -3.244900
      2.461211     -3.242600
      2.465280     -3.240600
      2.469350     -3.238900
      2.473419     -3.237400
      2.477489     -3.236300
      2.481558     -3.235300
      2.485628     -3.234700
      2.489697     -3.234300
      2.493767     -3.234100
      2.497824     -3.234100
      2.501881     -3.234100
      2.505939     -3.234100
      2.509996     -3.234200
      2.514053     -3.234200
      2.518111     -3.234200
      2.522168     -3.234200
      2.526225     -3.234200
      2.530283     -3.234200
      2.534340     -3.234200
      2.538398     -3.234300
      2.542455     -3.234300
      2.546512     -3.234300
      2.550570     -3.234300
      2.554627     -3.234400
      2.558684     -3.234400
      2.562742     -3.234400
      2.566799     -3.234500
      2.570857     -3.234500
      2.574914     -3.234600
      2.578971     -3.234600
      2.583029     -3.234600
      2.587086     -3.234700
      2.591143     -3.234700
      2.595201     -3.234800
      2.599258     -3.234800
      2.603315     -3.234800
      2.607373     -3.234900
      2.611430     -3.234900
      2.615488     -3.235000
      2.619545     -3.235000
      2.623602     -3.235100
      2.627660     -3.235100
      2.631717     -3.235200
      2.635774     -3.235200
      2.639832     -3.235300
      2.643889     -3.235300
      2.647947     -3.235400
      2.652004     -3.235400
      2.656061     -3.235400
      2.660119     -3.235500
      2.664176     -3.235500
      2.668233     -3.235600
      2.672291     -3.235600
      2.676348     -3.235600
      2.680406     -3.235700
      2.684463     -3.235700
      2.688520     -3.235800
      2.692578     -3.235800
      2.696635     -3.235800
      2.700692     -3.235900
      2.704750     -3.235900
      2.708807     -3.235900
      2.712864     -3.235900
      2.716922     -3.236000
      2.720979     -3.236000
      2.725037     -3.236000
      2.729094     -3.236000
      2.733151     -3.236000
      2.737209     -3.236100
      2.741266     -3.236100
      2.745323     -3.236100
      2.749381     -3.236100
      2.753438     -3.236100
      2.757496     -3.236100
      2.761553     -3.236100
      2.765610     -3.236100
      2.769668     -3.236100
      2.773725     -3.236100
      2.777782     -3.236100
      2.781840     -3.236100
      2.785897     -3.236100
      2.789954     -3.236100
      2.794012     -3.236100
      2.798069     -3.236100
      2.802127     -3.236100
      2.806184     -3.236100
      2.810241     -3.236100
      2.814299     -3.236100
      2.818356     -3.236100
      2.822413     -3.236100
      2.826471     -3.236100
      2.830528     -3.236100
      2.834586     -3.236100
      2.838643     -3.236100
      2.842700     -3.236100
      2.846758     -3.236100
      2.850815     -3.236100
      2.854872     -3.236100
      2.858930     -3.236000
      2.862987     -3.236000
      2.867045     -3.236000
      2.871102     -3.236000
      2.875159     -3.236000
      2.879217     -3.236000
      2.883274     -3.236000
      2.887331     -3.236000
      2.891389     -3.236000
      2.895446     -3.236000
      2.899503     -3.236000
      2.903573     -3.236000
      2.907642     -3.236000
      2.911712     -3.236000
      2.915781     -3.236000
      2.919851     -3.236100
      2.923920     -3.236100
      2.927990     -3.236100
      2.932059     -3.236100
      2.936129     -3.236100
      2.940198     -3.236100
      2.944268     -3.236100
      2.948337     -3.236000
      2.952407     -3.236000
      2.956476     -3.235900
      2.960546     -3.235800
      2.964615     -3.235600
      2.968685     -3.235400
      2.972754     -3.235200
      2.976824     -3.235000
      2.980893     -3.234600
      2.984963     -3.234300
      2.989032     -3.233800
      2.993102     -3.233300
      2.997171     -3.232800
      3.001241     -3.232100
      3.005310     -3.231400
      3.009380     -3.230600
      3.013449     -3.229700
      3.017519     -3.228700
      3.021588     -3.227600
      3.025658     -3.226500
      3.029727     -3.225200
      3.033797     -3.223800
      3.037866     -3.222300
      3.041936     -3.220700
      3.046005     -3.218900
      3.050075     -3.217100
      3.054144     -3.215100
      3.058214     -3.213000
      3.062283     -3.210700
      3.066353     -3.208300
      3.070422     -3.205800
      3.074492     -3.203200
      3.078561     -3.200400
      3.082631     -3.197500
      3.086700     -3.194400
      3.090770     -3.191200
      3.094839     -3.187900
      3.098909     -3.184400
      3.102978     -3.180700
      3.107048     -3.177000
      3.111117     -3.173000
      3.115187     -3.169000
      3.119256     -3.164800
      3.123326     -3.160400
      3.127395     -3.156000
      3.131465     -3.151300
      3.135534     -3.146600
      3.139604     -3.141700
      3.143673     -3.136700
      3.147743     -3.131500
      3.151812     -3.126200
      3.155882     -3.120800
      3.159951     -3.115300
      3.164021     -3.109600
      3.168090     -3.103800
      3.172160     -3.097900
      3.176229     -3.091900
      3.180299     -3.085700
      3.184368     -3.079500
      3.188438     -3.073200
      3.192507     -3.066700
      3.196577     -3.060200
      3.200646     -3.053600
      3.204716     -3.046800
      3.208785     -3.040000
      3.212855     -3.033100
      3.216924     -3.026200
      3.220994     -3.019200
      3.225063     -3.012100
      3.229132     -3.004900
      3.233202     -2.997700
      3.237271     -2.990400
      3.241341     -2.983100
      3.245410     -2.975700
      3.249480     -2.968300
      3.253549     -2.960900
      3.257619     -2.953500
      3.261688     -2.946000
      3.265758     -2.938500
      3.269827     -2.931000
      3.273897     -2.923500
      3.277966     -2.916000
      3.282036     -2.908600
      3.286105     -2.901100
      3.290175     -2.893700
      3.294244     -2.886200
      3.298314     -2.878900
      3.302383     -2.871500
      3.306453     -2.864200
      3.310522     -2.857000
      3.314592     -2.849800
      3.318661     -2.842700
      3.322731     -2.835700
      3.326800     -2.828700
      3.330870     -2.821800
      3.334939     -2.815000
      3.339009     -2.808400
      3.343078     -2.801800
      3.347148     -2.795300
      3.351217     -2.789000
      3.355287     -2.782800
      3.359356     -2.776700
      3.363426     -2.770700
      3.367495     -2.764900
      3.371565     -2.759300
      3.375634     -2.753800
      3.379704     -2.748500
      3.383773     -2.743300
      3.387843     -2.738400
      3.391912     -2.733600
      3.395982     -2.729000
      3.400051     -2.724600
      3.404121     -2.720400
      3.408190     -2.716400
      3.412260     -2.712600
      3.416329     -2.709100
      3.420399     -2.705700
      3.424468     -2.702600
      3.428538     -2.699800
      3.432607     -2.697100
      3.436677     -2.694700
      3.440746     -2.692600
      3.444816     -2.690700
      3.448885     -2.689000
      3.452955     -2.687600
      3.457024     -2.686400
      3.461094     -2.685500
      3.465163     -2.684900
      3.469233     -2.684500
      3.473302     -2.684400


      0.000000     -4.798200
      0.004057     -4.797600
      0.008115     -4.796000
      0.012172     -4.793300
      0.016229     -4.789500
      0.020287     -4.784700
      0.024344     -4.778900
      0.028402     -4.772000
      0.032459     -4.764100
      0.036516     -4.755300
      0.040574     -4.745500
      0.044631     -4.734700
      0.048688     -4.723100
      0.052746     -4.710600
      0.056803     -4.697300
      0.060861     -4.683100
      0.064918     -4.668200
      0.068975     -4.652600
      0.073033     -4.636200
      0.077090     -4.619200
      0.081147     -4.601500
      0.085205     -4.583300
      0.089262     -4.564500
      0.093319     -4.545100
      0.097377     -4.525300
      0.101434     -4.504900
      0.105492     -4.484200
      0.109549     -4.463000
      0.113606     -4.441400
      0.117664     -4.419600
      0.121721     -4.397300
